0,0,0
0,1,1678.199332618149
0,2,4742.974277813448
0,3,7673.333174051548
0,4,1958.0367718712537
0,5,4135.523787865329
0,6,2510.2440120434508
0,7,912.9934282348368
0,8,3551.0068994582366
0,9,2681.752598581756
0,10,7283.056295265059
0,11,7131.329258981105
0,12,7081.048651153302
0,13,600.5172770204034
0,14,2828.014497841197
0,15,5087.96472078964
0,16,8952.640783590057
0,17,4481.072416286083
0,18,6073.172646977854
0,19,5654.775415522707
0,20,5928.784445398567
0,21,5838.1854201455435
0,22,8758.704927099669
0,23,6439.909704335923
0,24,6705.91030360532
0,25,7679.256474425112
0,26,10394.464103550505
0,27,7841.513438106193
0,28,7793.603659411992
0,29,11609.55830339811
1,0,1678.199332618149
1,1,0
1,2,3154.0837021233283
1,3,6002.8404110054435
1,4,1920.7188758378984
1,5,2647.952038840583
1,6,3727.8028381340127
1,7,2396.3054897070197
1,8,2312.0624991552454
1,9,2195.1519309605883
1,10,5675.6668330690445
1,11,5562.421954508665
1,12,5589.074431424223
1,13,1641.6637901836052
1,14,1300.5433479896008
1,15,4033.4863331862175
1,16,7417.670793449923
1,17,4037.1114673736715
1,18,5421.574033433464
1,19,5618.987987173491
1,20,5677.261663865776
1,21,6124.557943231495
1,22,7493.9405522061625
1,23,6287.374650837979
1,24,7111.8754207311595
1,25,7009.567533022277
1,26,9203.492217631305
1,27,8222.461431955762
1,28,7862.8125375084455
1,29,10513.740961237347
2,0,4742.974277813448
2,1,3154.0837021233283
2,2,0
2,3,3604.4734705640435
2,4,4753.384162888584
2,5,2858.4292889627336
2,6,6853.245800348912
2,7,5232.570687530174
2,8,3509.3966717941703
2,9,4579.860259876932
2,10,3953.178215056842
2,11,4110.3520530484975
2,12,4531.45727112151
2,13,4482.593891933553
2,14,1915.7424148355644
2,15,4809.145454236126
2,16,5882.09112476167
2,17,5880.521490480245
2,18,6654.456626953098
2,19,7715.667825924079
2,20,7490.180238151816
2,21,8528.561543425714
2,22,6975.389093090076
2,23,8160.518856053211
2,24,9571.369390008935
2,25,7973.103348132395
2,26,8733.76167524624
2,27,10598.00226457798
2,28,9890.642294613632
2,29,10208.749237786184
3,0,7673.333174051548
3,1,6002.8404110054435
3,2,3604.4734705640435
3,3,0
3,4,6852.168269971192
3,5,3898.8907396848144
3,6,9179.728155016357
3,7,8373.348732735309
3,8,4806.5010142514275
3,9,6291.426944660488
3,10,1339.2404563781665
3,11,1808.3486942511945
3,12,2516.2654867879105
3,13,7602.807705052128
3,14,5131.334719154462
3,15,4856.383942811771
3,16,2727.7956301746653
3,17,6608.145276853407
3,18,6480.797790395871
3,19,8303.416947257316
3,20,7779.692860261259
3,21,9389.325694638566
3,22,4712.773493390066
3,23,8397.304865252898
3,24,10388.914139600924
3,25,7177.117109257728
3,26,6230.448619481586
3,27,11194.236776127258
3,28,10080.781715720264
3,29,7715.364540966292
4,0,1958.0367718712537
4,1,1920.7188758378984
4,2,4753.384162888584
4,3,6852.168269971192
4,4,0
4,5,2972.008243595566
4,6,2328.034578780994
4,7,2845.94395587826
4,8,2126.1650923670063
4,9,798.2261584288002
4,10,6163.63407414814
4,11,5910.360818088859
4,12,5701.4259619853
4,13,2445.349259308371
4,14,3125.2151925907438
4,15,3315.458490163917
4,16,7601.761440613616
4,17,2523.341039178018
4,18,4120.807930491301
4,19,3825.5636186057604
4,20,4015.164878308237
4,21,4223.50624481603
4,22,7049.010427003212
4,23,4565.432400112831
4,24,5196.976140026044
4,25,5723.968553372739
4,26,8607.041303490996
4,27,6313.650370427555
4,28,6039.559752167372
4,29,9756.307908220198
5,0,4135.523787865329
5,1,2647.952038840583
5,2,2858.4292889627336
5,3,3898.8907396848144
5,4,2972.008243595566
5,5,0
5,6,5297.595303531594
5,7,4975.960007877877
5,8,921.3017963729367
5,9,2395.035281577288
5,10,3216.002487561227
5,11,3012.4149780533226
5,12,2954.023865848074
5,13,4258.27969959701
5,14,2563.7287297996254
5,15,1971.1991274348718
5,16,4817.117187696393
5,17,3132.3379447307407
5,18,3798.3603041312444
5,19,4974.511031247192
5,20,4673.058313353258
5,21,5901.6584109892365
5,22,4908.841513025247
5,23,5344.160364360336
5,24,6944.601500446228
5,25,5169.519610176559
5,26,6654.471955008902
5,27,7905.196392247317
5,28,7086.070631880549
5,29,8028.823388268047
6,0,2510.2440120434508
6,1,3727.8028381340127
6,2,6853.245800348912
6,3,9179.728155016357
6,4,2328.034578780994
6,5,5297.595303531594
6,6,0
6,7,2849.1644389188914
6,8,4430.497150433572
6,9,2972.5157695124176
6,10,8471.7481076812
6,11,8198.113441518115
6,12,7936.165635872276
6,13,3079.2534809593053
6,14,5026.808629737162
6,15,5321.537559765974
6,16,9826.00111947887
6,17,3915.229878308552
6,18,5501.237769811445
6,19,4238.764442617683
6,20,4779.534077710922
6,21,3967.452583207517
6,22,8993.234179092637
6,23,5082.875760826739
6,24,4624.673177641854
6,25,6953.048611939946
6,26,10396.996729825398
6,27,5729.010560297476
6,28,6029.723127971964
6,29,11379.78967292454
7,0,912.9934282348368
7,1,2396.3054897070197
7,2,5232.570687530174
7,3,8373.348732735309
7,4,2845.94395587826
7,5,4975.960007877877
7,6,2849.1644389188914
7,7,0
7,8,4440.193351645849
7,9,3588.3483665887293
7,10,8069.925030630706
7,11,7944.353592332103
7,12,7929.587441979564
7,13,771.5568676384133
7,14,3343.3218510936094
7,15,5999.3723004994445
7,16,9785.42794158743
7,17,5360.656023286702
7,18,6966.747088850004
7,19,6437.436912312229
7,20,6759.315054056883
7,21,6517.386746235027
7,22,9660.124895672934
7,23,7242.505643767217
7,24,7324.082195060348
7,25,8569.13070270258
7,26,11303.586377782938
7,27,8454.24390469071
7,28,8520.084095829101
7,29,12522.442932591068
8,0,3551.0068994582366
8,1,2312.0624991552454
8,2,3509.3966717941703
8,3,4806.5010142514275
8,4,2126.1650923670063
8,5,921.3017963729367
8,6,4430.497150433572
8,7,4440.193351645849
8,8,0
8,9,1487.056488503379
8,10,4042.0278326602356
8,11,3784.483716440064
8,12,3603.734174436289
8,13,3783.8288809088604
8,14,2691.017651372804
8,15,1740.3807054779709
8,16,5502.557314558387
8,17,2371.231747425797
8,18,3345.74595568761
8,19,4207.964472283482
8,20,3997.912580334893
8,21,5066.844086805909
8,22,5231.252431301705
8,23,4665.134188852449
8,24,6112.565173476681
8,25,4856.444172437278
8,26,6912.287175747258
8,27,7108.561950211871
8,28,6386.046351225459
8,29,8204.315571697618
9,0,2681.752598581756
9,1,2195.1519309605883
9,2,4579.860259876932
9,3,6291.426944660488
9,4,798.2261584288002
9,5,2395.035281577288
9,6,2972.5157695124176
9,7,3588.3483665887293
9,8,1487.056488503379
9,9,0
